Name,Age,Height_in_cms,Weight_in_kg,BP,Attacking,Skill,Movement,Power,Mentality,Defending,Goalkeeping,ST,CF,RW,CAM,CM,RM,CDM,RWB,CB,RB,OVA
J. Dhillon,25,193.04,83.25,ST,269,222,330,304,235,43,56,63,62,59,59,50,57,38,40,36,37,63
D. Vavro,24,187.96,80.55,CB,241,235,302,347,291,209,64,58,56,53,56,60,54,67,61,71,63,71
M. Bringaker,23,177.8,72.45,ST,266,268,356,301,245,94,51,62,61,61,59,53,60,46,48,44,47,62
N. Müller,32,172.72,65.7,CAM,351,345,382,330,334,119,49,71,74,74,74,69,73,59,61,52,58,74
F. Colidio,20,177.8,67.5,CAM,333,303,341,292,252,58,52,67,68,68,68,61,66,44,47,37,44,67
P. O'Connor,22,190.5,76.5,CB,167,182,281,258,224,183,65,40,40,39,41,45,42,56,52,62,54,62
A. Akbulut,19,195.57999999999998,81.45,GK,62,82,178,190,97,35,317,22,21,20,22,23,21,22,19,21,19,63
K. Nagai,31,177.8,70.65,RW,320,306,404,377,299,107,58,69,69,70,68,64,70,56,59,51,57,69
Z. Vyner,23,187.96,72.45,CB,226,233,322,291,262,197,43,52,53,55,54,56,57,62,63,66,64,66
S. Berahino,26,180.34,81.45,CAM,335,342,347,334,289,61,57,71,72,71,71,66,71,50,52,42,49,71
R. Khedira,26,187.96,83.25,CB,254,272,304,328,307,223,53,56,58,56,60,66,59,74,68,75,70,75
R. Saïss,30,187.96,83.25,CB,309,329,326,351,335,233,50,65,66,65,69,73,67,78,72,78,73,78
M. Romero,21,177.8,71.55,ST,317,253,355,380,275,77,69,71,67,65,63,57,64,47,50,46,48,71
D. Khalid,21,180.34,77.4,CAM,289,299,318,301,229,45,51,63,64,62,63,56,61,40,42,34,38,63
T. Motta,34,187.96,81.45,CDM,354,362,220,372,367,223,46,64,64,62,67,75,64,78,69,78,69,80
L. Geertruida,19,185.42,74.25,RB,283,269,361,319,284,211,58,59,61,64,63,65,66,69,70,70,70,72
R. Grant,29,175.26,73.35000000000001,RB,292,301,355,380,326,198,64,63,65,66,65,66,67,68,70,67,69,71
A. Ildız,23,180.34,80.55,CB,259,271,299,310,288,184,59,57,58,58,59,60,59,61,60,62,60,62
R. Cisneros,23,180.34,73.35000000000001,ST,290,271,319,323,268,66,65,65,63,61,61,55,60,46,46,42,44,65
L. Griffiths,29,175.26,76.5,ST,335,350,373,378,293,51,63,72,71,71,68,60,69,45,50,42,46,72
L. Palmer  B,28,182.88,80.55,RB,297,309,357,334,311,186,47,62,63,64,64,64,65,65,66,65,66,68
L. Nielsen,32,185.42,81.45,CB,224,253,329,307,283,199,57,49,50,51,51,55,54,64,62,68,64,68
B. Pitman,32,182.88,69.3,ST,322,318,276,315,296,75,54,65,63,60,61,58,59,46,44,43,42,65
Diogo Queirós,21,185.42,79.2,CB,213,219,304,287,249,211,53,50,49,47,49,53,50,65,61,70,63,70
J. Brooks,27,193.04,77.4,CB,261,261,322,295,293,228,44,58,58,57,60,64,60,73,67,76,70,76
K. Hansen,19,175.26,69.3,CAM,261,296,352,280,245,104,55,59,61,62,61,57,61,48,50,42,48,62
C. Coventry,20,175.26,64.35000000000001,CM,225,265,311,274,282,155,52,50,54,55,57,59,56,58,55,53,54,59
A. Griezmann,29,175.26,72.45,ST,425,429,425,402,382,162,63,85,86,86,86,83,86,71,73,65,70,87
Guaita,33,190.5,79.2,GK,118,125,288,244,145,55,398,31,32,32,34,34,34,33,34,31,33,80
J. Buckley,20,172.72,62.550000000000004,CAM,272,275,372,301,272,173,54,60,64,64,65,64,65,61,63,57,62,64
J. Mickels,20,180.34,68.4,ST,230,210,293,264,234,68,55,53,53,49,52,44,47,38,38,35,36,53
C. Roberts,21,172.72,64.35000000000001,LW,280,295,340,259,237,77,59,59,61,62,61,54,61,42,46,35,44,62
P. De Blasis,31,165.1,64.35000000000001,RW,349,361,411,343,354,216,48,72,74,75,74,72,74,70,73,68,72,73
D. Lenihan,26,187.96,75.60000000000001,CB,269,247,318,332,298,220,53,56,55,55,56,59,57,67,65,72,67,72
V. Centurión,34,182.88,78.3,GK,57,158,184,207,77,43,301,20,19,18,19,20,19,21,19,22,18,60
I. Piatti,35,180.34,75.60000000000001,CAM,355,373,361,343,367,142,56,76,79,78,79,76,77,68,65,59,61,78
A. D'Alessandro,35,175.26,68.4,CAM,350,405,362,318,355,89,50,70,76,76,78,74,76,59,58,47,53,79
R. Aguirre,25,185.42,76.5,ST,323,301,332,343,263,56,39,70,67,66,63,54,63,41,45,40,43,70
H. Holguín,19,180.34,67.5,GK,77,87,254,200,121,37,278,26,27,25,29,29,28,26,24,23,24,57
Y. Hurtado,22,170.18,66.60000000000001,RWB,264,248,360,329,284,192,57,55,58,61,60,62,64,64,67,62,66,67
A. Özbiliz,29,175.26,71.55,LW,330,373,377,339,284,81,54,68,71,73,72,66,72,53,56,43,52,73
Miguel Lopes,33,182.88,82.35000000000001,RB,302,328,358,343,332,218,60,63,65,66,65,67,68,72,73,73,73,75
R. Rentería,24,180.34,80.55,CB,168,150,287,267,205,191,44,38,35,35,35,38,37,52,51,61,54,61
M. Loría,23,177.8,76.5,CAM,276,321,356,288,274,112,50,62,64,65,64,59,63,51,53,46,51,64
J. Pereira,33,185.42,80.55,CB,234,216,207,316,279,209,63,48,47,46,48,55,49,65,60,70,61,70
F. Fajr,31,177.8,70.65,CM,338,395,340,320,355,204,62,69,73,73,75,75,73,73,71,67,69,75
M. Moralez,33,157.48000000000002,55.35,CAM,346,372,378,276,337,157,48,70,74,75,75,72,75,63,65,54,63,75
D. Buonanotte,32,160.02,56.7,CAM,302,378,423,294,267,84,69,65,72,74,74,67,73,50,54,38,50,74
Renan Lodi,22,172.72,67.5,LB,348,375,413,373,357,230,55,74,77,78,77,77,79,77,79,75,79,81
R. Orihuela,19,182.88,73.35000000000001,RB,219,195,331,251,217,179,68,46,48,52,48,47,53,53,60,57,60,62
Undabarrena,25,182.88,75.60000000000001,CM,322,332,300,330,309,193,50,60,61,62,64,67,64,67,66,65,65,68
D. Stephens,31,185.42,77.4,CDM,346,343,315,375,343,215,57,67,69,68,71,75,70,76,73,73,72,75
P. Sander,22,185.42,75.60000000000001,CAM,270,293,333,237,239,152,45,56,60,61,62,59,61,54,54,51,53,59
Luca Sangalli,25,167.64000000000001,73.35000000000001,RM,316,323,367,320,301,180,51,67,71,72,72,72,73,68,68,62,66,72
A. Yildirim,25,180.34,74.25,RM,292,267,369,321,237,44,46,64,64,65,63,56,65,42,47,35,43,65
J. Palomino,30,187.96,86.4,CB,261,271,269,274,261,233,53,51,49,51,50,58,55,72,69,76,71,76
M. Mužek,23,182.88,80.55,LWB,227,248,306,271,256,172,49,49,51,53,53,54,56,58,59,59,59,60
M. Correia,31,185.42,80.55,CB,261,267,321,296,277,205,53,53,55,57,58,61,59,67,65,70,65,70
Y. Diarra,21,177.8,72.45,CDM,290,300,347,348,309,184,57,62,64,64,65,65,65,66,66,64,65,66
M. Steinmann,25,187.96,79.2,CDM,280,308,290,300,316,206,59,58,60,59,62,66,62,69,65,68,65,70
H. White,18,177.8,69.3,LM,279,319,321,301,289,167,60,57,59,60,60,60,61,59,60,57,60,60
R. Campbell-Gordon,19,177.8,74.25,LB,179,196,361,276,212,148,47,44,46,49,46,44,49,48,53,51,53,55
O. Selnæs,25,187.96,76.5,CM,348,373,358,385,350,198,55,71,71,71,73,74,72,73,72,71,71,74
D. Andersen,19,190.5,79.2,GK,67,79,173,174,82,32,270,20,19,18,20,21,20,21,19,20,19,53
Y. Ravet,30,177.8,71.55,RM,315,342,347,319,267,106,61,66,69,69,69,65,69,54,57,47,53,70
L. Scepanik,26,175.26,69.3,LM,281,289,346,305,282,145,49,59,61,63,62,59,62,55,57,51,55,63
L. Daschner,21,182.88,75.60000000000001,CAM,295,282,358,328,266,127,45,63,65,65,66,63,65,57,58,53,56,66
Rafael,29,172.72,77.4,RB,328,355,390,364,366,225,47,69,72,73,73,74,74,76,76,75,75,77
K. Asamoah,31,172.72,74.25,CDM,353,375,385,374,373,238,21,72,75,75,75,76,75,77,76,76,76,76
Dudu,23,165.1,60.300000000000004,LW,330,345,414,308,297,66,50,70,75,77,76,69,76,52,57,41,52,77
J. McAtee,20,180.34,74.25,CAM,270,259,338,295,232,91,56,57,59,60,60,56,60,46,48,40,46,60
R. Wiedesheim-Paul,18,182.88,67.5,ST,213,182,278,255,190,52,49,50,48,46,46,41,45,32,34,31,33,51
E. Cavani,32,185.42,76.5,ST,407,357,371,422,390,144,53,84,81,79,78,73,77,66,67,65,66,86
A. Morley,20,182.88,71.55,CAM,275,280,351,307,274,164,52,59,60,60,61,61,61,59,59,56,58,60
K. Kombarov  B,30,182.88,71.55,RM,324,350,351,328,329,208,57,65,67,69,68,68,69,68,70,67,69,70
D. Stockdale,34,190.5,83.25,GK,96,107,187,205,144,58,338,28,29,26,32,35,29,34,26,30,26,67
B. Carrasco,28,172.72,70.65,RM,306,320,393,317,315,117,59,65,66,68,65,61,68,55,59,51,57,69
J. Ledesma,27,185.42,82.35000000000001,GK,88,77,253,235,114,38,358,28,27,26,27,27,27,26,26,25,26,74
P. Ba,22,187.96,71.55,ST,268,217,289,313,235,68,47,61,58,56,56,48,54,39,40,40,39,61
S. Gassama,25,185.42,87.3,ST,309,235,296,355,278,79,59,68,64,61,60,54,59,45,46,46,45,68
L. Kryeziu,21,182.88,72.45,ST,237,241,339,280,228,51,48,56,57,56,55,48,54,37,39,33,37,56
F. Lohkemper,25,177.8,75.60000000000001,ST,299,276,371,337,245,73,60,66,66,66,64,56,65,45,50,42,48,66
A. Petagna,25,190.5,84.15,ST,358,326,321,380,318,106,17,76,75,72,74,69,73,57,55,53,52,76
M. Halaïmia B,23,180.34,73.35000000000001,RB,221,211,347,265,251,200,44,46,48,52,50,53,54,62,63,65,65,67
A. Dia Ndiaye,19,185.42,69.3,ST,249,234,321,290,207,48,44,61,60,58,57,48,56,36,39,34,37,62
M. Nervo,29,180.34,82.35000000000001,CB,271,277,291,338,281,216,47,57,55,54,54,60,57,70,67,73,68,73
D. Gnaase,23,177.8,76.5,CDM,267,291,370,349,288,186,41,60,62,62,63,64,64,65,65,63,65,66
D. Sandy,18,182.88,76.5,GK,59,85,199,191,77,35,305,22,21,20,21,22,21,21,20,21,20,62
J. Muleka,20,182.88,76.5,ST,324,292,358,338,262,46,53,68,67,68,66,56,66,41,46,37,43,68
S. Mavididi,22,182.88,70.65,RM,348,310,374,350,268,60,46,73,74,74,73,65,74,48,53,41,49,75
C. Coleman,23,187.96,80.55,CDM,259,268,268,318,272,162,50,55,55,55,55,57,56,58,57,57,56,57
K. Behrens,29,182.88,79.2,ST,308,259,340,375,286,66,43,70,66,64,63,56,62,46,47,45,45,70
F. Schram,25,195.57999999999998,84.15,GK,94,106,207,217,144,57,287,28,29,27,31,31,29,29,26,28,26,58
Sergi Darder,26,180.34,70.65,CM,329,378,310,344,351,203,43,69,72,71,75,77,71,73,69,67,67,77
Matheus Aias,23,175.26,71.55,ST,281,255,357,315,236,69,51,67,66,63,64,57,61,44,44,40,42,67
O. Turp,19,187.96,81.45,CB,177,159,262,254,212,190,45,39,36,36,35,37,38,49,50,59,53,59
A. Rocha,27,167.64000000000001,67.5,CDM,292,332,360,343,361,210,58,65,69,69,70,72,70,73,71,68,70,72
A. Anastasio,23,180.34,72.45,LWB,288,288,321,324,294,184,44,58,60,61,61,62,63,61,64,60,63,65
J. Maddison,23,175.26,72.45,CAM,342,416,394,341,347,166,65,72,79,80,81,79,80,68,68,56,64,81
Fábio Nunes,27,185.42,77.4,LM,299,326,365,320,310,167,57,64,67,68,67,65,69,62,65,59,63,68
N. Clyne,28,175.26,66.60000000000001,RB,321,322,366,338,330,231,56,68,70,72,71,71,72,74,75,74,75,76
C. Andriamahitsinoro,30,175.26,66.60000000000001,RW,291,316,390,329,255,74,42,65,66,67,64,58,66,47,52,42,49,65
A. Pierre,27,185.42,87.3,CB,215,220,319,330,243,197,51,50,48,48,49,53,51,61,60,66,62,66
G. Dobson,22,185.42,74.25,CDM,276,311,337,345,315,189,49,60,62,61,63,65,64,67,65,65,65,65
K. Krolicki,23,177.8,69.3,CDM,227,274,351,265,258,166,65,47,53,56,57,59,58,62,61,57,59,60
J. Hawkins,19,177.8,69.3,RM,216,231,331,214,197,66,54,49,52,53,52,46,53,36,42,31,40,53
J. Eaton-Collins,18,177.8,69.3,RM,229,225,341,259,260,85,38,54,55,56,54,49,56,44,48,42,46,56
Bruno César,29,177.8,74.25,CAM,360,400,333,337,361,197,60,72,74,74,75,74,73,71,69,67,68,74
D. Templeton,31,175.26,62.550000000000004,LM,291,302,357,303,287,130,46,63,64,65,64,60,64,54,57,51,55,65
G. Hairemans,28,182.88,63.45,CM,304,359,287,336,326,131,52,62,66,66,68,69,67,61,59,52,55,68
P. Billing,24,198.12,79.2,CDM,342,369,297,383,349,230,55,71,71,68,71,75,70,78,74,78,74,75
M. Dinanga,23,180.34,77.4,ST,242,213,325,289,197,45,48,56,55,54,53,46,52,34,38,31,36,56
B. Godfrey,22,182.88,78.3,CB,257,262,349,335,287,216,50,57,59,59,61,63,61,69,67,72,69,72
P. González,27,172.72,69.3,CM,308,327,302,361,333,194,62,65,67,66,68,71,68,70,67,66,66,71
S. Mandash,25,167.64000000000001,62.550000000000004,RM,254,261,370,286,227,73,51,58,60,61,59,52,60,40,46,35,43,61
P. Djilobodji,31,193.04,81.45,CB,213,259,287,366,266,213,50,55,54,50,54,59,52,68,61,72,64,72
L. Acevedo,23,172.72,70.65,CAM,247,238,329,289,260,143,57,56,58,57,59,57,57,54,52,52,52,56
A. Addai,26,170.18,73.35000000000001,ST,257,229,386,300,227,73,41,58,58,59,55,47,57,38,45,37,43,58
A. Bareiro,23,182.88,83.25,ST,282,269,317,329,239,52,59,68,66,63,63,55,61,41,42,38,40,68
J. Cuadrado,32,177.8,71.55,RW,365,391,431,363,365,226,38,77,81,82,81,78,81,75,79,73,78,81
C. Lombardi,23,180.34,74.25,RW,301,275,358,290,239,76,56,65,67,69,66,58,66,45,49,41,46,67
A. Singh,25,185.42,80.55,GK,98,100,221,192,118,50,286,26,26,26,27,27,27,27,26,27,26,58
E. Lavezzi,34,172.72,74.25,CAM,368,391,411,374,337,111,53,77,80,81,81,74,79,59,62,52,58,80
F. Brorsson,24,187.96,82.35000000000001,CB,214,225,288,305,260,193,54,48,48,47,49,53,50,62,59,68,61,68
D. Bentley,26,187.96,71.55,GK,97,94,248,236,128,54,346,29,31,30,33,32,31,32,30,30,28,70
E. Sánchez,26,185.42,76.5,CAM,290,290,279,277,259,119,57,60,62,63,64,61,63,52,52,46,49,64
C. Merrie,21,175.26,64.35000000000001,CAM,250,260,307,295,256,155,61,54,54,55,55,55,55,54,55,53,54,55
S. MacDonald,32,185.42,71.55,CDM,283,278,303,302,313,191,54,60,61,60,61,62,60,63,61,63,61,64
J. Echeverría,20,175.26,69.3,RM,216,229,330,241,176,74,48,46,49,52,48,44,53,36,45,30,43,54
J. Wróbel,26,177.8,73.35000000000001,ST,268,258,332,286,254,162,55,58,58,59,57,54,58,52,56,53,56,58
Thiago Carleto,29,177.8,80.55,LWB,290,358,347,375,306,206,67,66,67,67,66,66,67,68,69,67,69,70
T. Andrade,23,175.26,66.60000000000001,CAM,249,296,356,311,242,71,54,59,64,65,66,62,66,47,50,37,46,66
M. Kopczyński,28,180.34,69.3,CDM,258,244,324,322,266,189,54,53,55,56,57,60,57,63,62,63,62,64
M. Tall,23,172.72,74.25,ST,269,254,351,299,228,52,56,58,57,57,56,49,56,39,42,37,39,59
M. Müldür,21,187.96,73.35000000000001,RB,287,284,375,337,253,201,37,60,61,63,63,63,64,67,68,68,69,71
M. Gyamfi,19,185.42,74.25,CB,182,149,314,253,197,165,55,39,36,37,34,35,39,45,50,53,52,54
F. Cerro,32,177.8,74.25,CDM,301,335,341,373,317,193,57,65,66,66,67,69,67,70,68,68,67,69
S. Callegari,23,187.96,82.35000000000001,CB,237,217,251,281,253,207,44,47,46,45,48,53,48,63,59,67,61,67
M. Linnes,28,177.8,71.55,RB,296,310,398,325,304,210,56,65,68,70,69,68,71,69,73,67,72,74
J. Kopic,30,180.34,79.2,LW,327,354,384,339,288,104,55,70,73,74,73,68,74,55,59,46,55,74
L. Schleimer,20,180.34,72.45,CAM,245,258,319,226,225,121,62,52,55,56,56,52,55,46,49,42,48,56
C. Beauvue,31,175.26,65.7,ST,366,325,342,341,295,91,67,70,68,68,67,63,66,53,53,50,51,71
L. Ntumba,19,193.04,81.45,GK,73,90,164,181,104,34,286,23,23,21,24,26,23,25,21,23,21,58
Heltinho Melo,24,175.26,67.5,RM,320,357,378,279,325,137,41,63,68,71,70,67,72,59,63,53,61,70
H. Behrens,30,187.96,81.45,CB,335,296,312,409,342,213,47,70,69,66,69,71,67,72,70,73,70,71
B. Mansilla,23,180.34,79.2,LM,301,290,399,338,245,98,42,68,69,70,68,60,69,49,53,45,51,70
A. Yoshida,18,185.42,70.65,CB,179,186,272,249,191,156,36,39,38,39,39,42,41,50,48,53,50,53
R. Fanni,38,185.42,80.55,CB,281,309,303,322,307,209,67,59,60,60,61,64,61,67,65,70,65,70
B. Touré,25,170.18,61.65,CAM,253,278,354,250,308,164,45,56,61,61,63,62,60,60,57,55,56,62
T. Tekie,23,175.26,64.35000000000001,CAM,260,329,372,277,296,140,52,55,63,66,67,66,66,60,61,49,57,66
J. Ramis,30,177.8,76.5,RW,258,241,308,301,230,73,52,59,59,60,57,50,58,42,47,40,44,59
N. Varotto,17,182.88,74.25,LB,210,226,336,270,240,173,59,47,48,50,48,48,51,54,57,57,58,58
H. Nakagawa,25,154.94,56.7,RM,260,303,426,326,238,113,57,59,63,64,63,58,64,49,54,42,52,63
H. Trabelsi,29,180.34,73.35000000000001,RWB,271,298,230,264,146,169,40,62,62,72,71,77,72,79,80,84,82,79
E. Hoffer,33,177.8,71.55,RW,306,279,343,308,284,57,59,64,65,65,64,57,63,44,46,40,43,64
A. Letellier,29,193.04,92.25,GK,72,78,190,223,93,34,332,26,23,21,21,22,22,25,24,25,23,68
D. Romero,17,175.26,72.45,ST,252,234,298,284,232,53,45,58,57,56,54,47,53,35,39,32,37,58
R. Piris Da Motta,25,177.8,71.55,CDM,247,265,309,295,284,199,51,54,57,56,59,62,59,67,64,67,64,68
A. Karimi,31,177.8,77.4,RM,318,380,366,322,307,76,47,68,70,73,73,69,74,55,53,45,48,73
D. Antolić,29,180.34,72.45,CDM,326,332,310,319,350,198,59,65,66,65,67,69,66,70,67,67,66,71
Kim Bo Kyung,30,175.26,71.55,CAM,329,353,385,351,352,172,63,70,73,73,74,72,73,67,68,62,66,74
L. Gugganig,25,190.5,82.35000000000001,CB,218,267,273,314,263,195,64,54,49,45,47,51,46,59,53,64,56,64
L. Cáceda,30,190.5,88.2,CB,184,170,266,256,237,214,54,44,41,40,40,45,42,60,56,69,60,70
E. Mena,31,172.72,73.35000000000001,LB,276,310,372,333,353,221,57,62,67,69,68,70,71,73,75,71,74,76
E. Kılınç,25,175.26,67.5,LM,301,338,372,316,266,110,60,67,73,74,74,69,74,56,60,44,56,75
M. Köhlert,22,167.64000000000001,61.65,LM,305,351,390,303,295,129,59,63,68,70,69,66,70,57,61,49,58,70
Felipe Vizeu,21,182.88,81.45,ST,332,294,353,352,285,82,48,74,71,68,67,60,66,48,50,47,49,75
D. Pierias,20,167.64000000000001,62.550000000000004,RM,217,219,370,218,225,151,51,49,52,55,52,49,56,51,55,50,55,57
M. Mittelstädt,23,180.34,70.65,LWB,324,330,387,356,305,211,56,69,71,73,71,72,73,72,75,71,74,76
T. Weah,20,182.88,65.7,ST,315,295,380,324,259,80,57,68,68,68,66,58,66,46,49,43,47,68
Rubén Miño,31,190.5,85.5,GK,100,107,283,237,114,40,336,29,28,29,29,28,31,28,29,26,28,68
P. Gwargis,19,180.34,68.4,CAM,252,269,323,255,258,147,48,54,56,57,57,55,57,52,53,50,53,58
R. Rivas,20,177.8,72.45,RM,294,295,343,268,232,88,47,61,62,63,61,55,63,44,50,39,47,64
M. Zaccagni,25,177.8,62.550000000000004,CAM,332,336,346,308,334,188,58,71,75,74,76,75,74,69,68,64,67,75
R. Krhin,30,187.96,80.55,CDM,282,302,216,301,320,214,50,56,57,55,60,66,58,71,64,70,64,72
P. Velázquez,33,190.5,85.5,ST,293,291,308,351,301,73,49,69,67,63,64,58,61,47,45,47,44,69
William Carvalho,28,187.96,78.3,CDM,322,356,257,368,358,224,45,65,67,65,70,75,69,78,72,76,71,80
B. Wright-Phillips,35,172.72,74.25,ST,338,305,352,342,318,105,54,74,71,68,68,63,67,54,54,53,52,74
M. Ćoćić,17,182.88,69.3,LM,194,206,293,218,192,79,50,46,47,48,46,40,47,33,37,30,36,48
R. Woods,26,172.72,69.3,CM,291,332,384,343,310,194,60,60,65,67,68,70,69,70,69,65,68,71
S. Mockenhaupt,28,187.96,83.25,CB,201,189,340,305,245,193,53,47,46,46,45,48,49,59,60,66,62,66
P. Frankowski,25,175.26,67.5,RM,309,311,397,335,283,141,53,66,67,69,68,65,70,59,63,55,62,71
F. Fazio,33,195.57999999999998,84.15,CB,270,251,199,271,265,240,54,53,50,48,51,59,51,72,65,77,67,77
A. Schöpf  B,26,177.8,73.35000000000001,RM,325,348,360,356,332,188,53,68,71,72,72,72,73,69,71,63,68,72
R. Delaney,23,195.57999999999998,71.55,CB,210,208,265,257,228,179,47,45,43,44,44,48,46,57,54,62,56,62
G. Bokwé,29,180.34,81.45,GK,75,78,184,199,122,44,306,22,21,20,21,21,21,22,20,24,20,61
D. Maekawa,25,190.5,85.5,GK,56,66,169,190,87,33,310,20,21,19,23,25,22,24,20,22,19,64
F. Barrillon,27,180.34,72.45,CB,227,251,310,285,280,204,52,51,51,51,53,58,54,67,62,67,63,67
A. Khrees,29,177.8,72.45,RB,269,245,329,319,279,175,56,56,55,56,55,55,57,58,60,60,60,62
J. Spence,29,187.96,75.60000000000001,RB,254,288,342,318,273,200,55,58,59,60,59,61,62,65,67,66,67,68
J. Laporte,26,185.42,81.45,CB,208,204,279,316,235,202,64,45,44,43,45,51,47,63,59,69,62,69
J. Mlakar,20,182.88,77.4,ST,272,241,304,299,226,61,55,61,60,58,58,52,56,40,41,38,40,62
R. Vaca,21,175.26,60.300000000000004,RM,305,325,329,282,221,74,48,60,63,65,63,58,66,43,51,32,47,67
K. Holmberg,27,185.42,72.45,ST,294,279,360,328,326,125,60,68,67,65,66,62,65,56,55,54,54,68
J. Frick,27,193.04,89.10000000000001,GK,78,89,243,220,80,44,339,27,25,25,24,26,26,28,27,28,27,69
C. Führich,22,177.8,68.4,CAM,289,304,362,275,276,170,43,62,64,64,65,63,64,59,59,57,59,65
F. Medina,21,180.34,76.5,CB,253,262,363,272,308,211,56,56,60,62,62,63,65,68,69,70,69,70
R. Andrich,25,187.96,82.35000000000001,CM,315,366,307,382,340,203,54,67,68,67,69,72,69,72,70,71,69,72
I. Magnusson,22,177.8,67.5,RM,239,250,386,301,291,153,61,57,60,61,60,57,61,56,60,54,59,60
A. Sow,20,177.8,66.60000000000001,RW,259,280,345,220,210,86,48,53,54,57,54,47,55,40,45,37,43,57
P. Andersson,31,180.34,77.4,CAM,325,347,372,344,343,194,57,69,71,71,71,70,72,68,68,66,68,71
K. Coulibaly,28,198.12,86.4,ST,339,267,284,329,291,65,55,71,68,66,65,59,66,47,50,44,47,71
M. Sitti,20,182.88,72.45,CDM,255,305,316,312,281,191,55,55,58,59,60,61,60,63,63,63,62,64
D. Heuer Fernandes,27,187.96,80.55,GK,63,96,224,244,107,39,354,28,28,26,28,29,28,28,26,26,25,71
J. Harrison,23,175.26,69.3,LM,309,339,398,338,294,124,46,67,71,72,71,67,73,57,62,50,58,74
R. Guerra,23,182.88,74.25,CDM,254,277,291,287,293,190,45,59,61,59,62,64,59,65,59,64,60,66
B. Richards-Everton,28,190.5,81.45,CB,215,187,311,287,228,185,56,42,40,42,40,44,45,57,57,64,58,64
W. Ali,21,185.42,77.4,ST,253,244,359,291,224,49,46,61,62,62,59,49,60,37,43,34,40,61
Liu Yang,25,182.88,73.35000000000001,LB,280,268,333,320,276,179,48,60,61,61,60,60,62,61,63,62,63,65
M. De Luca,21,193.04,74.25,ST,280,253,247,303,230,42,43,63,60,56,58,51,54,38,37,36,35,63
N. Bertrams,27,185.42,80.55,GK,92,103,256,226,125,57,328,31,31,29,30,30,31,30,30,29,30,67
M. Sema,31,172.72,67.5,RW,292,294,377,323,261,113,50,62,65,66,65,60,65,52,55,47,53,66
M. Ulla,18,185.42,69.3,GK,59,64,156,166,81,30,265,18,17,16,18,19,18,18,16,18,16,53
Q. Martinus,29,182.88,69.3,RM,297,321,361,314,303,115,71,64,65,65,64,60,65,54,55,51,54,66
G. Busio,18,170.18,60.300000000000004,CAM,291,320,366,306,291,147,61,63,65,64,66,64,64,58,56,55,55,64
S. Ristovski  B,28,180.34,71.55,RB,320,314,398,368,336,222,41,68,70,72,70,70,73,73,75,74,75,77
J. Cortés,29,170.18,76.5,CM,335,341,344,328,309,170,64,67,67,67,68,67,66,63,62,61,61,68
E. Obi,19,195.57999999999998,86.4,CB,190,155,231,273,183,169,46,42,37,35,37,41,38,51,48,57,51,57
N. Vidmar,31,187.96,87.3,GK,98,103,231,232,105,49,325,29,27,26,27,27,28,27,25,28,25,65
R. Schofield,20,190.5,69.3,GK,66,70,165,156,85,39,300,21,21,19,22,22,21,22,20,20,19,60
B. Başdaş,30,187.96,78.3,CB,207,201,258,263,243,192,61,46,43,42,43,48,44,59,55,65,57,65
O. Bertel,23,175.26,62.550000000000004,LB,200,227,360,265,248,170,48,47,51,54,52,53,56,56,59,56,59,61
Park Dae Won,22,177.8,75.60000000000001,RB,249,286,338,315,283,182,43,56,58,59,58,58,59,60,61,61,62,64
Baba Fernandes,19,187.96,81.45,CB,207,182,256,265,227,192,66,43,40,40,40,44,42,55,53,63,56,64
B. Baráth,28,187.96,74.25,CB,309,229,309,342,217,202,52,58,54,56,53,56,57,64,65,69,66,69
M. Ilaimaharitra,24,177.8,79.2,CDM,280,339,346,372,315,217,56,60,63,63,65,69,66,73,72,72,72,74
M. El Shenawy,31,190.5,85.5,GK,102,101,264,240,118,59,356,32,29,27,28,30,29,33,29,32,30,73
A. Lukse,32,187.96,82.35000000000001,GK,73,83,232,204,123,27,320,26,26,24,27,27,26,26,24,24,23,65
C. Daferner,22,187.96,81.45,ST,271,221,293,322,203,61,40,62,58,55,54,47,53,37,40,38,38,62
A. Solari,28,175.26,69.3,RM,301,362,408,363,330,169,53,69,71,73,72,70,73,66,69,63,67,74
G. Ahadme,18,187.96,75.60000000000001,ST,259,232,291,294,251,69,49,58,55,53,53,49,52,41,41,41,40,59
L. Guwara,24,185.42,82.35000000000001,LB,246,265,332,285,281,191,54,54,56,59,57,58,61,64,66,65,66,68
T. Mrčela,29,195.57999999999998,87.3,CB,208,209,211,273,256,192,52,45,42,41,44,50,44,61,56,66,58,66
M. Leš,20,180.34,74.25,CB,224,222,309,267,220,177,47,47,46,47,46,49,49,56,56,59,57,59
G. Lanaro,34,182.88,83.25,CB,209,214,230,342,237,211,51,46,44,42,47,55,45,66,57,71,59,71
J. Horsfield,23,177.8,73.35000000000001,CDM,257,279,314,291,277,179,53,54,56,58,58,60,59,61,61,59,60,61
Rúben Vezo,26,182.88,79.2,CB,312,283,365,345,306,239,52,62,62,63,62,66,64,74,73,77,75,77
N. De Medina,22,182.88,81.45,CB,282,259,336,273,229,199,55,52,53,57,55,58,59,64,64,66,65,66
Osmar,32,193.04,85.5,CDM,298,320,235,399,346,217,57,63,62,59,63,71,62,74,68,74,69,75
